156882224,0.03
146681255,0.26
11670042,0.27
10169886,0.3
448281,0.44
9954278,0.44
146681255,0.56
156882253,0.6
162396368,0.93
146681255,0.99
3132,1
123929899,1
156023316,1
162396443,1
11456186,1.2
9852384,1.4
156882202,1.42
91933387,1.5
135169285,1.9
146362775,2
156480529,2
162396383,2
162680095,2
162680105,2
162680110,2
162680112,2
162680118,2
162396361,2.47
9907994,2.5
162680133,2.7
9892451,2.9
156882218,2.98
155903259,3
162396443,3
162396445,3
162396448,3
162680140,3
118720339,3.1
135169329,3.9
515964,4
11670042,4
156023318,4
162396441,4
162396449,4
162396456,4
162680128,4
162680137,4
156882201,4.29
146681255,4.4
156882208,4.43
146362755,5
162396388,5
162396442,5
162680111,5
162680120,5
162680122,5
162680146,5
162680183,5.2
156882210,5.25
16204318,5.41
156882237,5.5
156882196,5.89
162396452,6
162680090,6
162680105,6
156882199,6.13
164532017,6.31
165112136,6.31
156023315,6.4
156596252,6.5
156907382,6.6
156907383,6.8
73311672,6.9
73019534,7
134306141,7
134313938,7
134313939,7
154699461,7
156023324,7
162396453,7
162396455,7
162680106,7
162680119,7
162680144,7
162680152,7
156882219,7.56
155803081,7.6
155803083,7.6
162533642,7.6
162533644,7.6
162396365,7.67
164532054,7.9
165112140,7.9
164532061,7.94
165112135,7.94
162680089,8
162680139,8
162680147,8
154699455,8.5
154699455,8.5
162396367,8.82
162396369,8.91
49771527,9
155803088,9.2
162533649,9.2
156882216,9.57
1510389,10
16760394,10
16760394,10
91935532,10
154699460,10
162680142,10
164532136,10
165112130,10
165112139,10
44093,11
162396360,11
162396458,11
162396460,11
162680158,11
146681255,12
155803073,12
162533634,12
155803065,13
155803071,13
155803074,13
156023312,13
162396372,13
162533626,13
162533632,13
162533635,13
162533924,13
162680106,13
162680154,13
162680159,13
162680171,13
164532020,13
165112132,13
165112133,13
165112134,13
165112137,13
165112138,13
165112141,13
154732741,14
156023321,14
156882198,14
156882229,14
162396364,14
162396457,14
162680127,14
162680134,14
162680135,14
155489962,15
155803066,15
155803069,15
162396454,15
162533627,15
162533630,15
162680129,15
162680132,15
162680157,15
162396450,16
162680106,16
162680158,16
164531953,16
165112128,16
165112129,16
165112135,16
17563271,17
73024995,17
91020540,17
155803063,17
155803082,17
155803090,17
162396440,17
162533624,17
162533643,17
162533651,17
162680084,17
162680099,17
162680106,17
162680124,17
162680132,17
162680138,17
162680150,17
162680178,17
162680180,17
2536,18
155803133,18
156882191,18
162396384,18
155803064,19
155803072,19
156023320,19
156027237,19
162396386,19
162533625,19
162533633,19
162680132,19
162680172,19
1510389,20
5281605,20
73043845,20
73060970,20
90737702,20
90737702,20
143239739,20
143239739,20
154702364,20
154702364,20
155803092,20
155803135,20
156023308,20
156023311,20
162533653,20
164532105,20
165112125,20
165112131,20
9851724,21
156882230,21
156906456,21
162396390,21
162396451,21
162680179,21
156023310,22
156023322,22
70331453,23
162396376,23
162396405,23
162533825,23
162680091,23
162680145,23
162680156,23
162680170,23
162680181,23
155803131,24
162680157,24
162680179,24
162680180,24
16204322,25
90858302,25
155803137,25
156023328,25
162396419,25
162680136,25
162680158,25
164531998,25
164532141,25
165112142,25
2800273,26
71481120,26
156907357,26
155803062,27
156023333,27
146681255,28
146681255,28
156023337,28
162680160,28
162680167,28
162680180,28
162396428,29
3194,30
11553393,30
25110701,30
25110701,30
25110701,30
71481120,30
137349627,30
146681255,30
155803091,30
156907371,30
162533652,30
162533678,30
146681255,31
154732798,31
162680180,31
11553393,32
154702368,32
162396418,32
162680143,32
91933385,33
146681255,33
155489963,33
156023319,33
162680159,33
73041482,34
91537800,34
146681255,34
155925842,34
156882192,34
156907371,34
162396427,34
162680102,34
162680107,34
162680121,34
162680155,34
77826014,35
155803089,35
156882242,35
156907372,35
162533650,35
91251224,36
155803085,36
155803132,36
155803134,36
162533646,36
162680123,36
146681255,37
155803068,37
155803131,37
155803136,37
156023327,37
156906151,37
162396444,37
162533629,37
162533811,37
73010017,38
143139086,38
143139086,38
156023336,38
162396430,38
162533812,38
162680114,38
162680174,38
9937291,39
162533843,39
23384,40
162396366,40
162680131,40
162680132,40
156882262,41
156906660,41
162396432,41
162680182,41
162680182,41
54752934,42
156023334,42
156596253,42
156907365,42
146681255,43
155803067,43
162533628,43
162680151,43
162680164,43
73048827,44
146681255,44
146681255,44
156023338,44
156906455,44
162396371,44
515964,45
162680100,46
162680125,46
155489966,47
156906640,47
162533603,47
156023278,49
162396420,49
16203681,50
16203681,50
16203681,50
25110701,50
91001503,50
91001503,50
137349627,50
156907373,50
162396335,50
162396355,50
162533783,50
162533818,50
162680106,50
56973489,51
154702362,51
154702362,51
154730263,51
155803070,51
156596252,51
156596252,51
156906220,51
162533631,51
155803062,52
156023277,52
156023320,52
156906298,52
162396423,52
162533623,52
162680148,52
501955,53
73000520,53
73034188,53
143139071,53
156023299,53
162396385,53
162680094,53
70330988,54
156596253,54
156596253,54
162680157,54
156023298,55
25110701,56
44580152,56
74073475,56
155489967,56
162396249,56
162680149,56
156023287,58
156596258,59
156906219,59
162680157,59
7230550,60
7230550,60
7230550,60
7230550,60
11261508,60
11317290,60
